embedding_row,sample_id,duplicate_group_id,month
1808,R002323,G003920,2022-02
1809,R002324,G000304,2022-02
1810,R002325,G003283,2022-02
1811,R002326,G004691,2022-02
1812,R002327,G004735,2022-02
1813,R002328,G004574,2022-02
1814,R002329,G002870,2022-02
1815,R002330,G005002,2022-02
1816,R002331,G003490,2022-02
1817,R002332,G000809,2022-02
1818,R002333,G003413,2022-02
1819,R002334,G000454,2022-02
1820,R002335,G003828,2022-02
1821,R002336,G004334,2022-02
1822,R002337,G003108,2022-02
1823,R002338,G005307,2022-02
1824,R002339,G004482,2022-02
1825,R002340,G001227,2022-02
1826,R002341,G003148,2022-02
1827,R002342,G000914,2022-02
1828,R002343,G005246,2022-02
1829,R002344,G002430,2022-02
1830,R002345,G001891,2022-02
1831,R002346,G002321,2022-02
1832,R002347,G000566,2022-02
1833,R002348,G001299,2022-02
1834,R002349,G004047,2022-02
1835,R002350,G000771,2022-02
1836,R002351,G000233,2022-02
1837,R002352,G000245,2022-02
1838,R002353,G000986,2022-02
1839,R002354,G001688,2022-02
1840,R002355,G004154,2022-02
1841,R002356,G004608,2022-02
1842,R002357,G001722,2022-02
1843,R002358,G004329,2022-02
1844,R002359,G002858,2022-02
1845,R002360,G000204,2022-02
1846,R002361,G002077,2022-02
1847,R002362,G000782,2022-02
1848,R002363,G004399,2022-02
1849,R002364,G003133,2022-02
1850,R002365,G001753,2022-02
1851,R002366,G004474,2022-02
1852,R002367,G000473,2022-02
1853,R002368,G004435,2022-02
1854,R002369,G002458,2022-02
1855,R002370,G001252,2022-02
1856,R002371,G002397,2022-02
1857,R002372,G003510,2022-02
1858,R002373,G001668,2022-02
1859,R002374,G002895,2022-02
1860,R002375,G000728,2022-02
1861,R002376,G000990,2022-02
1862,R002377,G004851,2022-02
1863,R002378,G000261,2022-02
1864,R002379,G003260,2022-02
1865,R002380,G001571,2022-02
1866,R002381,G004127,2022-02
1867,R002382,G005172,2022-02
1868,R002383,G002330,2022-02
1869,R002384,G002038,2022-02
1870,R002385,G000195,2022-02
1871,R002386,G003308,2022-02
1872,R002387,G002359,2022-02
1873,R002388,G002216,2022-02
1874,R002389,G001536,2022-02
1875,R002390,G000400,2022-02
1876,R002391,G001986,2022-02
1877,R002392,G003223,2022-02
1878,R002393,G001290,2022-02
1879,R002394,G001976,2022-02
1880,R002395,G003132,2022-02
1881,R002396,G000715,2022-02
1882,R002397,G005334,2022-02
1883,R002398,G004181,2022-02
1884,R002399,G004201,2022-02
1885,R002400,G003726,2022-02
1886,R002401,G005102,2022-02
1887,R002402,G004942,2022-02
1888,R002403,G004123,2022-02
1889,R002404,G004058,2022-02
1890,R002405,G002887,2022-02
1891,R002406,G004956,2022-02
1892,R002407,G003588,2022-02
1893,R002408,G004100,2022-02
1894,R002409,G002924,2022-02
1895,R002410,G003910,2022-02
1896,R002411,G001206,2022-02
1897,R002412,G000802,2022-02
1898,R002413,G000899,2022-02
1899,R002414,G002933,2022-02
1900,R002415,G003935,2022-02
1901,R002416,G004365,2022-02
1902,R002417,G005231,2022-02
1903,R002418,G001423,2022-02
1904,R002419,G001675,2022-02
1905,R002420,G001648,2022-02
1906,R002421,G000062,2022-02
1907,R002422,G004819,2022-02
1908,R002423,G003617,2022-02
1909,R002424,G005313,2022-02
1910,R002425,G002684,2022-02
1911,R002426,G003013,2022-02
1912,R002427,G004744,2022-02
1913,R002428,G003080,2022-02
1914,R002429,G005065,2022-02
1915,R002430,G004715,2022-02
1916,R002431,G004842,2022-02
1917,R002432,G005169,2022-02
1918,R002433,G001601,2022-02
1919,R002434,G005356,2022-02
1920,R002435,G003662,2022-02
1921,R002436,G004230,2022-02
1922,R002437,G003525,2022-02
1923,R002438,G000313,2022-02
1924,R002439,G002536,2022-02
1925,R002440,G002192,2022-02
1926,R002441,G000369,2022-02
1927,R002442,G000161,2022-02
1928,R002443,G003952,2022-02
1929,R002444,G001347,2022-02
1930,R002445,G001484,2022-02
1931,R002446,G001119,2022-02
1932,R002447,G003448,2022-02
1933,R002448,G003387,2022-02
1934,R002449,G003067,2022-02
1935,R002450,G001788,2022-02
1936,R002451,G003979,2022-02
1937,R002452,G002463,2022-02
1938,R002453,G001639,2022-02
1939,R002454,G000670,2022-02
1940,R002455,G002896,2022-02
1941,R002456,G002546,2022-02
1942,R002457,G004285,2022-02
1943,R002458,G004684,2022-02
1944,R002459,G002320,2022-02
1945,R002460,G002124,2022-02
1946,R002461,G001825,2022-02
1947,R002462,G000854,2022-02
1948,R002463,G002609,2022-02
1949,R002464,G000672,2022-02
1950,R002465,G002566,2022-02
1951,R002466,G001327,2022-02
1952,R002467,G003999,2022-02
1953,R002468,G000869,2022-02
1954,R002469,G001956,2022-02
1955,R002470,G003256,2022-02
1956,R002471,G002422,2022-02
1957,R002472,G002760,2022-02
1958,R002473,G002373,2022-02
1959,R002474,G004881,2022-02
1960,R002475,G004977,2022-02
1961,R002476,G005060,2022-02
1962,R002477,G004027,2022-02
1963,R002478,G004089,2022-02
1964,R002479,G000286,2022-02
1965,R002480,G002448,2022-02
1966,R002481,G002060,2022-02
1967,R002482,G002142,2022-02
1968,R002483,G003803,2022-02
1969,R002484,G000998,2022-02
1970,R002485,G005197,2022-02
1971,R002486,G004428,2022-02
1972,R002487,G003703,2022-02
1973,R002488,G003442,2022-02
1974,R002489,G000331,2022-02
1975,R002490,G000242,2022-02
1976,R002491,G001507,2022-02
1977,R002492,G002436,2022-02
1978,R002493,G003425,2022-02
1979,R002494,G003259,2022-02
1980,R002495,G003028,2022-02
1981,R002496,G003913,2022-02
1982,R002497,G005042,2022-02
1983,R002498,G001681,2022-02
1984,R002499,G000427,2022-02
1985,R002500,G005308,2022-02
1986,R002501,G004108,2022-02
1987,R002502,G002494,2022-02
1988,R002503,G000522,2022-02
1989,R002504,G005264,2022-02
1990,R002505,G001677,2022-02
1991,R002506,G001817,2022-02
1992,R002507,G003314,2022-02
1993,R002508,G000875,2022-02
1994,R002509,G001497,2022-02
1995,R002510,G004996,2022-02
1996,R002511,G005123,2022-02
1997,R002512,G001408,2022-02
1998,R002513,G000296,2022-02
1999,R002514,G003231,2022-02
2000,R002515,G001545,2022-02
2001,R002516,G000565,2022-02
2002,R002517,G001473,2022-02
2003,R002518,G002004,2022-02
2004,R002519,G001707,2022-02
2005,R002520,G000465,2022-02
2006,R002521,G001758,2022-02
2007,R002522,G004096,2022-02
2008,R002523,G005117,2022-02
2009,R002524,G000218,2022-02
2010,R002525,G002605,2022-02
2011,R002526,G002693,2022-02
2012,R002527,G000615,2022-02
2013,R002528,G000873,2022-02
2014,R002529,G000516,2022-02
2015,R002530,G002744,2022-02
2016,R002531,G003320,2022-02
2017,R002532,G003611,2022-02
2018,R002533,G005147,2022-02
2019,R002534,G000870,2022-02
2020,R002535,G004663,2022-02
2021,R002536,G000726,2022-02
2022,R002537,G004006,2022-02
2023,R002538,G003165,2022-02
2024,R002539,G001014,2022-02
2025,R002540,G000737,2022-02
2026,R002541,G003713,2022-02
2027,R002542,G000741,2022-02
2028,R002543,G001934,2022-02
2029,R002544,G004277,2022-02
2030,R002545,G004821,2022-02
2031,R002546,G002023,2022-02
2032,R002547,G005303,2022-02
2033,R002548,G001526,2022-02
2034,R002549,G001335,2022-02
2035,R002550,G002678,2022-02
2036,R002551,G001716,2022-02
2037,R002552,G003782,2022-02
2038,R002553,G004748,2022-02
2039,R002554,G003664,2022-02
2040,R002555,G001907,2022-02
2041,R002556,G004617,2022-02
2042,R002557,G004175,2022-02
2043,R002558,G001168,2022-02
2044,R002559,G001112,2022-02
2045,R002560,G001972,2022-02
2046,R002561,G002600,2022-02
2047,R002562,G003500,2022-02
2048,R002563,G002181,2022-02
2049,R002564,G000148,2022-02
2050,R002565,G003000,2022-02
2051,R002566,G005374,2022-02
2052,R002567,G002585,2022-02
2053,R002568,G003945,2022-02
2054,R002569,G004886,2022-02
2055,R002570,G002729,2022-02
2056,R002571,G003371,2022-02
2057,R002572,G001313,2022-02
2058,R002573,G003364,2022-02
2059,R002574,G003311,2022-02
2060,R002575,G003458,2022-02
2061,R002576,G002930,2022-02
2062,R002577,G003424,2022-02
2063,R002578,G000876,2022-02
2064,R002579,G002520,2022-02
2065,R002580,G003926,2022-02
2066,R002581,G004212,2022-02
2067,R002582,G005055,2022-02
2068,R002583,G001056,2022-02
2069,R002584,G000444,2022-02
2070,R002585,G000428,2022-02
2071,R002586,G003932,2022-02
2072,R002587,G003112,2022-02
2073,R002588,G003516,2022-02
2074,R002589,G003880,2022-02
2075,R002590,G004188,2022-02
2076,R002591,G005174,2022-02
2077,R002592,G000353,2022-02
2078,R002593,G002485,2022-02
2079,R002594,G001085,2022-02
2080,R002595,G000530,2022-02
2081,R002596,G004272,2022-02
2082,R002597,G001938,2022-02
2083,R002598,G001959,2022-02
2084,R002599,G000821,2022-02
2085,R002600,G002801,2022-02
2086,R002601,G003144,2022-02
2087,R002602,G003854,2022-02
2088,R002603,G002558,2022-02
2089,R002604,G003665,2022-02
2090,R002605,G001978,2022-02
2091,R002606,G004868,2022-02
2092,R002607,G002875,2022-02
2093,R002608,G001096,2022-02
2094,R002609,G003176,2022-02
2095,R002610,G005111,2022-02
2096,R002611,G000124,2022-02
2097,R002612,G000049,2022-02
2098,R002613,G000223,2022-02
2099,R002614,G003491,2022-02
2100,R002615,G002772,2022-02
2101,R002616,G004389,2022-02
2102,R002617,G004393,2022-02
2103,R002618,G000084,2022-02
2104,R002619,G002098,2022-02
2105,R002620,G002982,2022-02
2106,R002621,G002025,2022-02
2107,R002622,G003676,2022-02
2108,R002623,G000602,2022-02
2109,R002624,G000725,2022-02
2110,R002625,G002490,2022-02
2111,R002626,G004458,2022-02
2112,R002627,G005084,2022-02
2113,R002628,G000502,2022-02
2114,R002629,G001670,2022-02
2115,R002630,G003172,2022-02
2116,R002631,G002604,2022-02
2117,R002632,G003643,2022-02
2118,R002633,G000553,2022-02
2119,R002634,G000003,2022-02
2120,R002635,G002554,2022-02
2121,R002636,G004565,2022-02
2122,R002637,G002987,2022-02
2123,R002638,G001229,2022-02
2124,R002639,G004469,2022-02
2125,R002640,G001437,2022-02
2126,R002641,G000631,2022-02
2127,R002642,G001809,2022-02
2128,R002643,G004831,2022-02
2129,R002644,G004766,2022-02
2130,R002645,G003126,2022-02
2131,R002646,G002927,2022-02
2132,R002647,G004404,2022-02
2133,R002648,G001376,2022-02
2134,R002649,G003621,2022-02
2135,R002650,G002199,2022-02
2136,R002651,G002974,2022-02
2137,R002652,G004176,2022-02
2138,R002653,G003632,2022-02
2139,R002654,G003775,2022-02
2140,R002655,G002508,2022-02
2141,R002656,G004643,2022-02
2142,R002657,G004895,2022-02
2143,R002658,G004643,2022-02
2144,R002659,G004726,2022-02
2145,R002660,G004197,2022-02
2146,R002661,G004342,2022-02
2147,R002662,G004643,2022-02
2148,R002663,G003537,2022-02
2149,R002664,G001064,2022-02
2150,R002665,G000971,2022-02
2151,R002666,G002499,2022-02
2152,R002667,G004643,2022-02
2153,R002668,G003984,2022-02
2154,R002669,G004643,2022-02
2155,R002670,G002778,2022-02
2156,R002671,G001418,2022-02
2157,R002672,G000828,2022-02
2158,R002673,G001025,2022-02
2159,R002674,G000028,2022-02
2160,R002675,G004486,2022-02
2161,R002676,G000658,2022-02
2162,R002677,G003755,2022-02
2163,R002678,G003739,2022-02
2164,R002679,G003924,2022-02
2165,R002680,G000325,2022-02
2166,R002681,G005048,2022-02
2167,R002682,G004139,2022-02
2168,R002683,G000517,2022-02
2169,R002684,G001985,2022-02
2170,R002685,G004366,2022-02
2171,R002686,G000280,2022-02
2172,R002687,G003980,2022-02
2173,R002688,G002769,2022-02
2174,R002689,G004739,2022-02
2175,R002690,G001009,2022-02
2176,R002691,G002642,2022-02
2177,R002692,G003781,2022-02
2178,R002693,G002384,2022-02
2179,R002694,G002300,2022-02
2180,R002695,G003362,2022-02
2181,R002696,G000536,2022-02
2182,R002697,G003785,2022-02
2183,R002698,G002426,2022-02
2184,R002699,G004806,2022-02
2185,R002700,G000347,2022-02
2186,R002701,G002428,2022-02
2187,R002702,G000012,2022-02
2188,R002703,G004951,2022-02
2189,R002704,G003315,2022-02
2190,R002705,G001053,2022-02
2191,R002706,G000344,2022-02
2192,R002707,G002041,2022-02
2193,R002708,G003193,2022-02
2194,R002709,G001401,2022-02
2195,R002710,G004836,2022-02
2196,R002711,G003273,2022-02
2197,R002712,G002633,2022-02
2198,R002713,G002776,2022-02
2199,R002714,G000985,2022-02
2200,R002715,G002353,2022-02
2201,R002716,G005130,2022-02
2202,R002717,G004118,2022-02
2203,R002718,G005383,2022-02
2204,R002719,G001750,2022-02
2205,R002720,G002710,2022-02
2206,R002721,G003668,2022-02
2207,R002722,G003696,2022-02
2208,R002723,G002284,2022-02
2209,R002724,G003717,2022-02
2210,R002725,G005163,2022-02
2211,R002726,G003789,2022-02
2212,R002727,G000458,2022-02
2213,R002728,G001708,2022-02
2214,R002729,G001987,2022-02
2215,R002730,G001698,2022-02
2216,R002731,G001340,2022-02
2217,R002732,G001098,2022-02
2218,R002733,G002223,2022-02
2219,R002734,G002686,2022-02
2220,R002735,G004371,2022-02
2221,R002736,G002044,2022-02
2222,R002737,G004142,2022-02
2223,R002738,G005285,2022-02
2224,R002739,G004913,2022-02
2225,R002740,G004720,2022-02
2226,R002741,G001329,2022-02
2227,R002742,G003848,2022-02
2228,R002743,G004805,2022-02
2229,R002744,G003357,2022-02
2230,R002745,G003097,2022-02
2231,R002746,G004262,2022-02
2232,R002747,G002572,2022-02
2233,R002748,G001190,2022-02
2234,R002749,G002946,2022-02
2235,R002750,G000349,2022-02
2236,R002751,G004097,2022-02
2237,R002752,G003748,2022-02
2238,R002753,G001728,2022-02
2239,R002754,G003217,2022-02
2240,R002755,G004703,2022-02
2241,R002756,G004466,2022-02
2242,R002757,G002985,2022-02
2243,R002758,G000734,2022-02
2244,R002759,G004795,2022-02
2245,R002760,G004937,2022-02
2246,R002761,G004190,2022-02
2247,R002762,G001640,2022-02
2248,R002763,G000803,2022-02
2249,R002764,G004451,2022-02
2250,R002765,G003437,2022-02
2251,R002766,G000958,2022-02
2252,R002767,G003321,2022-02
2253,R002768,G002421,2022-02
2254,R002769,G004073,2022-02
2255,R002770,G003137,2022-02
2256,R002771,G003168,2022-02
2257,R002772,G001969,2022-02
2258,R002773,G000860,2022-02
2259,R002774,G003929,2022-02
2260,R002775,G000316,2022-02
2261,R002776,G005381,2022-02
2262,R002777,G002698,2022-02
2263,R002778,G003372,2022-02
2264,R002779,G004823,2022-02
2265,R002780,G001516,2022-02
2266,R002781,G003153,2022-02
2267,R002782,G001133,2022-02
2268,R002783,G000546,2022-02
2269,R002784,G003606,2022-02
2270,R002785,G000920,2022-02
2271,R002786,G004960,2022-02
2272,R002787,G002948,2022-02
2273,R002788,G000800,2022-02
2274,R002789,G005263,2022-02
2275,R002790,G003440,2022-02
2276,R002791,G004082,2022-02
2277,R002792,G004289,2022-02
2278,R002793,G003267,2022-02
2279,R002794,G001356,2022-02
2280,R002795,G000355,2022-02
2281,R002796,G003417,2022-02
2282,R002797,G004714,2022-02
2283,R002798,G002681,2022-02
2284,R002799,G003800,2022-02
2285,R002800,G000718,2022-02
2286,R002801,G002072,2022-02
2287,R002802,G003636,2022-02
2288,R002803,G001971,2022-02
2289,R002804,G003001,2022-02
2290,R002805,G000704,2022-02
2291,R002806,G004569,2022-02
2292,R002807,G002244,2022-02
2293,R002808,G001342,2022-02
2294,R002809,G002203,2022-02
2295,R002810,G001695,2022-02
2296,R002811,G003087,2022-02
2297,R002812,G000212,2022-02
2298,R002813,G004510,2022-02
2299,R002814,G002711,2022-02
2300,R002815,G003550,2022-02
2301,R002816,G004319,2022-02
2302,R002817,G004503,2022-02
2303,R002818,G004125,2022-02
2304,R002819,G003433,2022-02
2305,R002820,G004550,2022-02
2306,R002821,G002940,2022-02
2307,R002822,G005009,2022-02
2308,R002823,G003964,2022-02
2309,R002824,G000660,2022-02
2310,R002825,G001343,2022-02
2311,R002826,G002699,2022-02
2312,R002827,G000108,2022-02
2313,R002828,G004559,2022-02
2314,R002829,G000414,2022-02
2315,R002830,G002920,2022-02
2316,R002831,G000773,2022-02
2317,R002832,G004174,2022-02
2318,R002833,G002813,2022-02
2319,R002834,G001011,2022-02
2320,R002835,G003724,2022-02
2321,R002836,G005006,2022-02
2322,R002837,G002182,2022-02
2323,R002838,G004731,2022-02
2324,R002839,G000770,2022-02
2325,R002840,G004460,2022-02
2326,R002841,G001058,2022-02
2327,R002842,G004612,2022-02
2328,R002843,G005247,2022-02
2329,R002844,G002127,2022-02
2330,R002845,G000583,2022-02
2331,R002846,G002804,2022-02
2332,R002847,G002347,2022-02
2333,R002848,G005349,2022-02
2334,R002849,G001599,2022-02
2335,R002850,G001977,2022-02
2336,R002851,G001893,2022-02
2337,R002852,G000048,2022-02
2338,R002853,G000411,2022-02
2339,R002854,G000130,2022-02
2340,R002855,G002905,2022-02
2341,R002856,G005008,2022-02
2342,R002857,G004876,2022-02
2343,R002858,G004579,2022-02
2344,R002859,G004940,2022-02
2345,R002860,G004070,2022-02
2346,R002861,G000251,2022-02
2347,R002862,G002486,2022-02
2348,R002863,G002553,2022-02
2349,R002864,G004076,2022-02
2350,R002865,G005392,2022-02
2351,R002866,G000917,2022-02
2352,R002867,G004737,2022-02
2353,R002868,G002300,2022-02
2354,R002869,G000159,2022-02
2355,R002870,G003767,2022-02
2356,R002871,G005317,2022-02
2357,R002872,G001831,2022-02
2358,R002873,G001554,2022-02
2359,R002874,G002963,2022-02
2360,R002875,G000145,2022-02
2361,R002876,G005253,2022-02
2362,R002877,G004622,2022-02
2363,R002878,G001917,2022-02
2364,R002879,G002086,2022-02
2365,R002880,G000996,2022-02
2366,R005201,G005393,2022-02
2367,R005202,G000127,2022-02
2368,R005203,G005170,2022-02
2369,R005204,G004755,2022-02
2370,R005205,G003593,2022-02
2371,R005206,G001872,2022-02
2372,R005207,G001270,2022-02
2373,R005208,G005143,2022-02
2374,R005209,G003552,2022-02
2375,R005210,G003502,2022-02
2376,R005211,G001929,2022-02
2377,R005212,G002313,2022-02
2378,R005213,G003745,2022-02
2379,R005214,G004515,2022-02
2380,R005215,G001307,2022-02
2381,R005216,G005183,2022-02
2382,R005217,G004875,2022-02
2383,R005218,G003604,2022-02
2384,R005219,G002702,2022-02
2385,R005220,G000026,2022-02
2386,R005221,G002065,2022-02
2387,R005222,G002790,2022-02
2388,R005223,G003747,2022-02
2389,R005224,G002945,2022-02
2390,R005225,G003551,2022-02
2391,R005226,G001082,2022-02
2392,R005227,G001996,2022-02
2393,R005228,G000781,2022-02
2394,R005229,G000564,2022-02
2395,R005230,G001425,2022-02
2396,R005231,G004950,2022-02
2397,R005232,G000588,2022-02
2398,R005233,G003888,2022-02
2399,R005234,G003579,2022-02
2400,R005235,G002783,2022-02
2401,R005236,G003095,2022-02
2402,R005237,G002989,2022-02
2403,R005238,G002179,2022-02
2404,R005239,G000562,2022-02
2405,R005240,G000478,2022-02
2406,R005241,G000919,2022-02
2407,R005242,G001385,2022-02
2408,R005243,G001925,2022-02
2409,R005244,G003659,2022-02
2410,R005245,G000019,2022-02
2411,R005246,G002664,2022-02
2412,R005247,G001475,2022-02
2413,R005248,G000250,2022-02
2414,R005249,G003040,2022-02
2415,R005250,G005064,2022-02
2416,R005251,G002351,2022-02
2417,R005252,G004452,2022-02
2418,R005253,G000264,2022-02
2419,R005254,G004771,2022-02
2420,R005255,G003074,2022-02
2421,R005256,G002809,2022-02
2422,R005257,G001312,2022-02
2423,R005258,G003370,2022-02
2424,R005259,G003825,2022-02
2425,R005260,G004998,2022-02
2426,R005261,G001371,2022-02
2427,R005262,G004926,2022-02
2428,R005263,G003472,2022-02
2429,R005264,G004686,2022-02
2430,R005265,G003720,2022-02
2431,R005266,G003005,2022-02
2432,R005267,G002148,2022-02
2433,R005268,G003400,2022-02
2434,R005269,G000289,2022-02
2435,R005270,G000508,2022-02
2436,R005271,G004520,2022-02
2437,R005272,G003199,2022-02
2438,R005273,G000619,2022-02
2439,R005274,G000685,2022-02
2440,R005275,G001864,2022-02
2441,R005276,G000801,2022-02
2442,R005277,G004829,2022-02
2443,R005278,G002375,2022-02
2444,R005279,G005366,2022-02
2445,R005280,G001365,2022-02
2446,R005281,G004009,2022-02
2447,R005282,G002410,2022-02
2448,R005283,G001089,2022-02
2449,R005284,G004671,2022-02
2450,R005285,G001533,2022-02
2451,R005286,G001823,2022-02
2452,R005287,G003657,2022-02
2453,R005288,G002739,2022-02
2454,R005289,G004730,2022-02
2455,R005290,G002050,2022-02
2456,R005291,G002058,2022-02
2457,R005292,G005320,2022-02
2458,R005293,G002364,2022-02
2459,R005294,G001826,2022-02
2460,R005295,G003967,2022-02
2461,R005296,G002832,2022-02
2462,R005297,G000343,2022-02
2463,R005298,G003515,2022-02
2464,R005299,G001107,2022-02
2465,R005300,G003392,2022-02
2466,R005301,G004251,2022-02
2467,R005302,G002688,2022-02
2468,R005303,G000955,2022-02
2469,R005304,G005133,2022-02
2470,R005305,G001137,2022-02
2471,R005306,G003078,2022-02
2472,R005307,G002492,2022-02
2473,R005308,G004484,2022-02
2474,R005309,G003402,2022-02
2475,R005310,G002601,2022-02
2476,R005311,G004199,2022-02
2477,R005312,G001625,2022-02
2478,R005313,G005361,2022-02
2479,R005314,G004322,2022-02
2480,R005315,G001609,2022-02
2481,R005316,G001765,2022-02
2482,R005317,G000489,2022-02
2483,R005318,G001953,2022-02
2484,R005319,G004618,2022-02
2485,R005320,G000372,2022-02
2486,R005321,G002501,2022-02
2487,R005322,G001979,2022-02
2488,R005323,G000467,2022-02
2489,R005324,G002017,2022-02
2490,R005325,G004071,2022-02
2491,R005326,G001768,2022-02
2492,R005327,G004799,2022-02
2493,R005328,G004177,2022-02
2494,R005329,G001369,2022-02
2495,R005330,G000902,2022-02
2496,R005331,G001339,2022-02
2497,R005332,G002048,2022-02
2498,R005333,G000481,2022-02
2499,R005334,G000460,2022-02
2500,R005335,G004497,2022-02
2501,R005336,G004654,2022-02
2502,R005337,G002097,2022-02
2503,R005338,G001171,2022-02
2504,R005339,G002250,2022-02
2505,R005340,G004011,2022-02
2506,R005341,G004333,2022-02
2507,R005342,G001317,2022-02
2508,R005343,G001288,2022-02
2509,R005344,G001774,2022-02
2510,R005345,G002886,2022-02
2511,R005346,G002953,2022-02
2512,R005347,G002764,2022-02
2513,R005348,G002723,2022-02
2514,R005349,G000604,2022-02
2515,R005350,G002441,2022-02
2516,R005351,G005225,2022-02
2517,R005352,G005146,2022-02
2518,R005353,G002078,2022-02
2519,R005354,G000913,2022-02
2520,R005355,G001145,2022-02
2521,R005356,G004235,2022-02
2522,R005357,G001006,2022-02
2523,R005358,G004169,2022-02
2524,R005359,G001598,2022-02
2525,R005360,G001988,2022-02
2526,R005361,G004863,2022-02
2527,R005362,G003963,2022-02
2528,R005363,G001243,2022-02
2529,R005364,G001130,2022-02
2530,R005365,G000358,2022-02
2531,R005366,G004141,2022-02
2532,R005367,G001995,2022-02
2533,R005368,G004193,2022-02
2534,R005369,G003160,2022-02
2535,R005370,G001463,2022-02
2536,R005371,G001725,2022-02
2537,R005372,G001706,2022-02
2538,R005373,G002306,2022-02
2539,R005374,G004981,2022-02
2540,R005375,G000487,2022-02
2541,R005376,G003998,2022-02
2542,R005377,G000364,2022-02
2543,R005378,G004045,2022-02
2544,R005379,G001021,2022-02
2545,R005380,G001021,2022-02
2546,R005381,G002587,2022-02
2547,R005382,G004434,2022-02
2548,R005383,G001653,2022-02
2549,R005384,G003292,2022-02
2550,R005385,G001573,2022-02
2551,R005386,G001015,2022-02
2552,R005387,G005218,2022-02
2553,R005388,G000975,2022-02
2554,R005389,G004138,2022-02
2555,R005390,G004624,2022-02
2556,R005391,G003332,2022-02
2557,R005392,G002288,2022-02
2558,R005393,G001241,2022-02
2559,R005394,G002650,2022-02
2560,R005395,G004028,2022-02
2561,R005396,G004267,2022-02
2562,R005397,G004577,2022-02
2563,R005398,G000697,2022-02
2564,R005399,G000088,2022-02
2565,R005400,G000944,2022-02
2566,R005401,G001234,2022-02
2567,R005402,G004093,2022-02
2568,R005403,G004706,2022-02
2569,R005404,G000442,2022-02
2570,R005405,G002530,2022-02
2571,R005406,G001793,2022-02
2572,R005407,G001778,2022-02
2573,R005408,G003114,2022-02
2574,R005409,G000257,2022-02
2575,R005410,G005083,2022-02
2576,R005411,G004595,2022-02
2577,R005412,G003729,2022-02
2578,R005413,G002217,2022-02
2579,R005414,G002395,2022-02
2580,R005415,G000676,2022-02
2581,R005416,G001718,2022-02
2582,R005417,G004647,2022-02
2583,R005418,G000377,2022-02
2584,R005419,G000626,2022-02
2585,R005420,G003884,2022-02
2586,R005421,G003468,2022-02
2587,R005422,G001100,2022-02
2588,R005423,G002342,2022-02
2589,R005424,G000225,2022-02
2590,R005425,G003666,2022-02
2591,R001070,G005044,2022-08
2592,R001071,G002655,2022-08
2593,R001072,G002312,2022-08
2594,R001073,G001325,2022-08
2595,R001074,G002240,2022-08
2596,R001075,G001847,2022-08
2597,R001076,G000326,2022-08
2598,R001077,G003212,2022-08
2599,R001078,G004897,2022-08
2600,R001079,G002155,2022-08
2601,R001080,G001894,2022-08
2602,R001081,G000290,2022-08
2603,R001082,G004596,2022-08
2604,R001083,G004702,2022-08
2605,R001084,G004660,2022-08
2606,R001085,G002237,2022-08
2607,R001086,G004626,2022-08
2608,R001087,G002959,2022-08
2609,R001088,G000293,2022-08
2610,R001089,G000581,2022-08
2611,R001090,G001305,2022-08
2612,R001091,G000040,2022-08
2613,R001092,G005228,2022-08
2614,R001093,G000056,2022-08
2615,R001094,G001835,2022-08
2616,R001095,G001587,2022-08
2617,R001096,G005034,2022-08
2618,R001097,G003053,2022-08
2619,R001098,G004758,2022-08
2620,R001099,G002350,2022-08
2621,R001100,G001643,2022-08
2622,R001101,G004564,2022-08
2623,R001102,G000241,2022-08
2624,R001103,G000317,2022-08
2625,R001104,G004592,2022-08
2626,R001105,G003380,2022-08
2627,R001106,G001377,2022-08
2628,R001107,G002950,2022-08
2629,R001108,G003366,2022-08
2630,R001109,G002949,2022-08
2631,R001110,G001804,2022-08
2632,R001111,G004392,2022-08
2633,R001112,G004862,2022-08
2634,R001113,G000373,2022-08
2635,R001114,G004692,2022-08
2636,R001115,G000018,2022-08
2637,R001116,G004351,2022-08
2638,R001117,G001361,2022-08
2639,R001118,G002267,2022-08
2640,R001119,G002848,2022-08
2641,R001120,G002722,2022-08
2642,R001121,G005125,2022-08
2643,R001122,G001316,2022-08
2644,R001123,G003098,2022-08
2645,R001124,G004376,2022-08
2646,R001125,G004563,2022-08
2647,R001126,G003937,2022-08
2648,R001127,G000044,2022-08
2649,R001128,G004359,2022-08
2650,R001129,G004044,2022-08
2651,R001130,G003949,2022-08
2652,R001131,G005382,2022-08
2653,R001132,G000979,2022-08
2654,R001133,G003222,2022-08
2655,R001134,G004555,2022-08
2656,R001135,G002202,2022-08
2657,R001136,G001656,2022-08
2658,R001137,G002465,2022-08
2659,R001138,G001331,2022-08
2660,R001139,G002175,2022-08
2661,R001140,G004723,2022-08
2662,R001141,G001304,2022-08
2663,R001142,G001196,2022-08
2664,R001143,G000133,2022-08
2665,R001144,G003723,2022-08
2666,R001145,G003331,2022-08
2667,R001146,G003065,2022-08
2668,R001147,G002900,2022-08
2669,R001148,G000183,2022-08
2670,R001149,G005286,2022-08
2671,R001150,G003033,2022-08
2672,R001151,G005001,2022-08
2673,R001152,G005237,2022-08
2674,R001153,G001419,2022-08
2675,R001154,G000208,2022-08
2676,R001155,G002006,2022-08
2677,R001156,G001355,2022-08
2678,R001157,G000330,2022-08
2679,R001158,G004390,2022-08
2680,R001159,G001213,2022-08
